facility_id,predicted_satisfaction,actual_satisfaction,rank,priority,feature,shap_impact,recommendation,estimated_impact
,68.42,68.88,2,HIGH,avg_er_wait_minutes,0.1527,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,70.74,68.75,1,HIGH,MORT_30_AMI,0.0852,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,70.74,68.75,2,LOW,pct_uninsured,0.0477,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,68.03,65.88,1,HIGH,hospital_overall_rating,-0.1997,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,68.03,65.88,2,LOW,pct_uninsured,0.0539,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,69.28,67.62,1,HIGH,hospital_overall_rating,-2.4566,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,69.28,67.62,2,LOW,pct_uninsured,0.0562,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,70.68,73.62,1,HIGH,hospital_overall_rating,-0.1355,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,70.68,73.62,2,HIGH,MORT_30_AMI,0.0495,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,70.68,73.62,3,LOW,pct_uninsured,0.0157,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,67.62,69.75,1,HIGH,hospital_overall_rating,-2.3742,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,67.62,69.75,2,HIGH,avg_er_wait_minutes,0.0863,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,67.62,69.75,3,LOW,pct_uninsured,0.015,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,74.97,74.5,1,HIGH,OP_18b,0.3447,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,74.97,74.5,2,HIGH,avg_er_wait_minutes,0.319,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,68.14,69.5,1,HIGH,hospital_overall_rating,-0.2307,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.03,73.5,1,HIGH,MORT_30_AMI,0.2007,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.03,73.5,2,LOW,pct_uninsured,0.0879,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,79.91,82.25,1,MEDIUM,bed_count,2.0866,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,79.91,82.25,2,HIGH,avg_er_wait_minutes,0.4898,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,79.91,82.25,3,HIGH,OP_18b,0.2655,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.43,76.38,1,LOW,pct_uninsured,0.0871,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,73.43,76.38,2,HIGH,MORT_30_AMI,0.063,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,74.88,73.5,1,HIGH,MORT_30_AMI,0.0694,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,74.88,73.5,2,LOW,pct_uninsured,0.0324,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,66.32,66.88,1,HIGH,hospital_overall_rating,-2.625,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,66.32,66.88,2,LOW,pct_uninsured,0.0565,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,66.32,66.88,3,LOW,deprivation_index,0.0249,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,72.72,75.0,1,HIGH,MORT_30_AMI,0.154,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.72,75.0,2,LOW,pct_uninsured,0.0705,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,74.13,74.75,1,HIGH,OP_18b,0.322,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,74.13,74.75,2,HIGH,avg_er_wait_minutes,0.232,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,74.13,74.75,3,LOW,pct_uninsured,0.05,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,71.31,69.25,1,HIGH,hospital_overall_rating,-0.1617,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,71.31,69.25,2,LOW,pct_uninsured,0.0573,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,70.63,71.12,1,LOW,pct_uninsured,0.0204,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,74.78,78.88,1,HIGH,avg_er_wait_minutes,0.547,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,74.78,78.88,2,HIGH,OP_18b,0.2811,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,74.78,78.88,3,HIGH,MORT_30_AMI,0.1436,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,69.88,68.25,1,HIGH,MORT_30_AMI,0.082,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,69.88,68.25,2,HIGH,hospital_overall_rating,-0.0196,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,67.7,64.12,1,HIGH,hospital_overall_rating,-0.239,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.61,75.75,1,HIGH,OP_18b,0.2117,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.61,75.75,2,HIGH,avg_er_wait_minutes,0.1699,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.61,75.75,3,HIGH,MORT_30_AMI,0.0964,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,68.89,72.88,1,HIGH,hospital_overall_rating,-2.1213,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,68.89,72.88,2,HIGH,avg_er_wait_minutes,0.098,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,68.89,72.88,3,LOW,pct_uninsured,0.0554,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,69.9,70.38,1,HIGH,hospital_overall_rating,-0.0697,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,69.9,70.38,2,LOW,pct_uninsured,0.0084,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,76.09,77.75,1,HIGH,avg_er_wait_minutes,0.93,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,76.09,77.75,2,HIGH,OP_18b,0.3838,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,76.09,77.75,3,MEDIUM,bed_count,0.3556,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,68.57,71.12,1,HIGH,avg_er_wait_minutes,0.114,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,68.57,71.12,2,HIGH,hospital_overall_rating,-0.1043,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,65.75,63.0,1,HIGH,hospital_overall_rating,-0.3003,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.77,71.38,1,HIGH,OP_18b,0.0487,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.77,71.38,2,LOW,pct_uninsured,0.0301,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,69.76,69.62,1,LOW,pct_uninsured,0.0151,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,84.13,85.38,1,HIGH,avg_er_wait_minutes,0.9576,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,84.13,85.38,2,HIGH,OP_18b,0.8592,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,84.13,85.38,3,HIGH,MORT_30_AMI,0.2526,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,68.19,65.62,1,HIGH,hospital_overall_rating,-0.2742,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,78.7,77.5,1,HIGH,OP_18b,0.4077,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,78.7,77.5,2,HIGH,avg_er_wait_minutes,0.2768,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,78.7,77.5,3,HIGH,MORT_30_AMI,0.1338,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,69.96,71.62,1,HIGH,hospital_overall_rating,-2.5682,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,69.96,71.62,2,HIGH,MORT_30_AMI,0.6308,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,69.96,71.62,3,LOW,pct_uninsured,0.072,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,71.88,75.38,1,HIGH,MORT_30_AMI,0.1751,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,71.88,75.38,2,LOW,pct_uninsured,0.0986,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,73.89,73.38,1,HIGH,MORT_30_AMI,0.1522,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,69.79,71.62,1,HIGH,hospital_overall_rating,-0.1672,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,69.79,71.62,2,LOW,pct_uninsured,0.0093,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,68.14,72.75,1,HIGH,hospital_overall_rating,-0.0288,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,68.14,72.75,2,LOW,pct_uninsured,0.0227,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,76.1,76.5,1,HIGH,OP_18b,0.3914,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,76.1,76.5,2,HIGH,avg_er_wait_minutes,0.2539,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,69.16,72.88,1,HIGH,hospital_overall_rating,-2.7574,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,69.16,72.88,2,HIGH,OP_18b,0.1853,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,69.16,72.88,3,LOW,pct_uninsured,0.1353,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,71.73,69.5,1,HIGH,MORT_30_AMI,0.0335,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,71.73,69.5,2,HIGH,avg_er_wait_minutes,0.0329,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,68.31,67.5,1,LOW,pct_uninsured,0.008,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,70.39,70.88,1,HIGH,hospital_overall_rating,-0.3111,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,70.39,70.88,2,LOW,pct_uninsured,0.0482,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,69.69,65.25,1,HIGH,MORT_30_AMI,0.0854,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,69.69,65.25,2,LOW,pct_uninsured,0.017,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,73.21,75.5,1,HIGH,avg_er_wait_minutes,0.5317,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,73.21,75.5,2,HIGH,OP_18b,0.3296,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.21,75.5,3,HIGH,MORT_30_AMI,0.155,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,77.21,72.88,1,HIGH,OP_18b,0.2044,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,77.21,72.88,2,HIGH,MORT_30_AMI,0.1699,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,77.21,72.88,3,HIGH,avg_er_wait_minutes,0.0858,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,77.94,80.5,1,MEDIUM,bed_count,0.2567,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,77.94,80.5,2,HIGH,avg_er_wait_minutes,0.1102,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,77.94,80.5,3,HIGH,MORT_30_AMI,0.1045,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.47,74.5,1,HIGH,MORT_30_AMI,0.6426,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.47,74.5,2,LOW,pct_uninsured,0.095,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,73.47,74.5,3,HIGH,hospital_overall_rating,-0.053,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,69.4,68.75,1,HIGH,OP_18b,0.1721,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,69.4,68.75,2,HIGH,hospital_overall_rating,-0.0395,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,69.4,68.75,3,LOW,pct_uninsured,0.0069,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,69.81,69.62,1,LOW,pct_uninsured,0.0111,High uninsured rate area — expand financial counseling and charity care programs,+0.5–1% satisfaction
,75.0,74.88,1,MEDIUM,bed_count,0.268,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
